Category,Vendor,Product,Random,Name,Manufacturer,Scheme,Assurance Level,Protection Profile(s),Certification Date,Archived Date,Certification Report URL,Security Target URL,Maintenance Date,Maintenance Title,Maintenance Report,Maintenance ST
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"IAS ECC V2, version 1.3 en configuration #3 sur la plateforme ID-One Cosmo v8.2",Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5","P_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2",7/9/2020,7/9/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_52fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_52en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"IAS ECC V2, version 1.3 en configuration #4 sur la plateforme ID-One Cosmo v8.2",Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5","P_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2",7/9/2020,7/9/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_53fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_53en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33J2M0 C01,STMicroelectronics,FR,"EAL5+,ADV_IMP.2,ADV_INT.3,ADV_TDS.5,ALC_CMC.5,ALC_DVS.2,ALC_FLR.1,ALC_TAT.3,ASE_TSS.2,ATE_COV.3,ATE_FUN.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,7/9/2020,10/22/2026,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_29.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/cible-anssi-cc-2020_29.pdf,10/22/2021,Reassessment report: ANSSI-CC-2020/29-S02,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_29-S02.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33J2M0 C01,STMicroelectronics,FR,"EAL5+,ADV_IMP.2,ADV_INT.3,ADV_TDS.5,ALC_CMC.5,ALC_DVS.2,ALC_FLR.1,ALC_TAT.3,ASE_TSS.2,ATE_COV.3,ATE_FUN.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,7/9/2020,10/22/2026,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_29.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/cible-anssi-cc-2020_29.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"ST33J2M0 D01 with optional cryptographic library NESLIB, and optional technology MIFARE4Mobile",STMicroelectronics,FR,"EAL5+,ADV_IMP.2,ADV_INT.3,ADV_TDS.5,ALC_CMC.5,ALC_DVS.2,ALC_FLR.1,ALC_TAT.3,ASE_TSS.2,ATE_COV.3,ATE_FUN.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,7/9/2020,10/22/2026,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_30.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/cible-anssi-cc-2020_30.pdf,10/22/2021,Reassessment report: ANSSI-CC-2020/30-S02,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_30-S02.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"ST33J2M0 D01 with optional cryptographic library NESLIB, and optional technology MIFARE4Mobile",STMicroelectronics,FR,"EAL5+,ADV_IMP.2,ADV_INT.3,ADV_TDS.5,ALC_CMC.5,ALC_DVS.2,ALC_FLR.1,ALC_TAT.3,ASE_TSS.2,ATE_COV.3,ATE_FUN.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,7/9/2020,10/22/2026,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_30.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/cible-anssi-cc-2020_30.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"Infineon Technologies Smart Card IC (Security Controller) M9900 A22, M9900 C22, M9900 D22, M9900 G11, M9905 A11, M9906 A11 with optional Software Libraries RSA2048, RSA4096, EC, Base, SCL, HCL, PSL and with specific IC dedicated software",Infineon Technologies AG,DE,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_V1.0,7/6/2020,7/6/2025,http://www.commoncriteriaportal.org:443/files/epfiles/0827V8a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0827V8b_pdf.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,Infineon Security Controller M7892 Design Step P11 with specific IC dedicated firmware and optional software,Infineon Technologies AG,DE,"EAL6+,ALC_FLR.1",SECURITY_IC_AUGP_V1.0,6/30/2020,6/30/2025,http://www.commoncriteriaportal.org:443/files/epfiles/1105a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1105b_pdf.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,STMicroelectronics JSIGN3 V1.1.4,STMicroelectronics,NL,"EAL4+,AVA_VAN.5","P_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART5_V1.0.1",6/29/2020,6/29/2025,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report_NSCIB-CC-20-0122197-CRv1.2.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/JSIGN3_SecurtyTarget_Lite_C.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,S3NSN4V 32-bit RISC Microcontroller for Smart Card with optional AE1 Secure RSA/SHA Livrary including specific IC Dedicated software,"Samsung Electronics Co., Ltd.",FR,"EAL6+,ASE_TSS.2",SECURITY_IC_AUGP_V1.0,6/26/2020,6/26/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_32fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_32en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,LDS Applet BAC with AA and CA on ID-One Cosmo V8.2 on NXP P60D145 (version 03 00 00 00),Idemia,FR,"EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3",MRTD_ICAO_BA_V1.10,6/24/2020,6/24/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_35fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_35en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,LDS Applet EAC with AA on ID-One Cosmo V8.2 on NXP P60D145 (version 03 00 00 00),Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",MRTD_ICAO_EAC_V1.3,6/24/2020,6/24/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_36fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_36en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,LDS Applet EAC with PACE on ID-One Cosmo V8.2 on NXP P60D145 (version 03 00 00 00),Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",MRTD_ICAO_EAC_V1.3,6/24/2020,6/24/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_37fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_37en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"LDS Applet PACE with CAM, CA and AA on ID-One Cosmo V8.2 on NXP P60D145 (version 03 00 00 00)",Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",EPASS_PACE_V1.0,6/24/2020,6/24/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_38fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_38en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,RISE-Konnektor V1.1,"Research Industrial Systems Engineering &#x28;RISE&#x29; Forschungs-, Entwicklungs- und Gro&szlig;projekteberatung GmbH",DE,"EAL3,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5",BSI-PP-0097,6/24/2020,6/23/2025,http://www.commoncriteriaportal.org:443/files/epfiles/1052V2a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1052V2b_pdf.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"Infineon Security Controller IFX_CCI_00000Fh, IFX_CCI_000010h, IFX_CCI_000026h, IFX_CCI_000027h, IFX_CCI_000028h, IFX_CCI_000029h, IFX_CCI_00002Ah, IFX_CCI_00002Bh, IFX_CCI_00002Ch in the design step G12 and including optional software libraries and dedicated firmware",Infineon Technologies AG,DE,"EAL6+,ALC_FLR.1",SECURITY_IC_AUGP_V1.0,6/16/2020,6/16/2025,http://www.commoncriteriaportal.org:443/files/epfiles/1079V2a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1079V2b_pdf.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,Plateforme ID-One Cosmo v8.2 masquée sur le composant NXP P60D145,Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",ANSSI-CC-PP-2001-03-M01,6/16/2020,6/16/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_26fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_26en.pdf,10/20/2020,ANSSI-CC-2020/26-M01,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_26-m01fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-cible_2010-26en.pdf
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,Plateforme ID-One Cosmo v8.2 masquée sur le composant NXP P60D145,Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",ANSSI-CC-PP-2001-03-M01,6/16/2020,6/16/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_26fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_26en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,MultiApp Essential v1.1 Platform,Thales,ES,"EAL5+,ALC_DVS.2,AVA_VAN.5",ANSSI-CC-PP-2001-03-M01,6/5/2020,6/5/2025,http://www.commoncriteriaportal.org:443/files/epfiles/2018-15 INF-3127.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2018-15 ST_lite.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,Sm@rtCafé® Expert 7.0 EAL 6+ C1,Veridos GmbH - Identity Solutions by Giesecke &amp; Devrient and Bundesdruckerei,DE,"EAL6+,ALC_FLR.1",JAVA_OC,5/29/2020,5/29/2025,http://www.commoncriteriaportal.org:443/files/epfiles/1092a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1092b_pdf.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,MultiApp V4 JavaCard Virtual Machine,Gemalto,FR,EAL7,,5/28/2020,5/28/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_33fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/cible_anssi_cc_2020-33.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33G1M2 C01 including optional cryptographic library NesLib and optional technology MIFARE4Mobile,STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,5/14/2020,7/7/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_22fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_22en.pdf,7/7/2021,Reassessment report : ANSSI-CC-2020/22-S01,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_22-s01fr.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33G1M2 C01 including optional cryptographic library NesLib and optional technology MIFARE4Mobile,STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,5/14/2020,7/7/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_22fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_22en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33G1M2A and ST33G1M2M C01 including optional cryptographic library NesLib,STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,5/14/2020,7/7/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_23fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_23en.pdf,7/7/2021,Reassessment report: ANSSI-CC-2020/23-S01,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_23-S01fr.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33G1M2A and ST33G1M2M C01 including optional cryptographic library NesLib,STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,5/14/2020,7/7/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_23fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_23en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33G1M2A1 C01 including optional cryptographic library NesLib and optional library SFM,STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,5/14/2020,7/7/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_24fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_24en.pdf,11/25/2020,ANSSI-CC-2020/24-M01,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_24-m01.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33G1M2A1 C01 including optional cryptographic library NesLib and optional library SFM,STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,5/14/2020,7/7/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_24fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_24en.pdf,7/7/2021,Reassessment report: ANSSI-CC-2020/24-S01,http://www.commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2020_24-S01fr.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33G1M2A1 C01 including optional cryptographic library NesLib and optional library SFM,STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,5/14/2020,7/7/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_24fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_24en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33H768 C01 including optional cryptographic library NesLib and optional technology MIFARE4Mobile,STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,5/14/2020,7/7/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_25fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_25en.pdf,7/7/2021,Reassessment report: ANSSI-CC-2020/25-S01,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_25-s01fr.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ST33H768 C01 including optional cryptographic library NesLib and optional technology MIFARE4Mobile,STMicroelectronics,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,5/14/2020,7/7/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_25fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_25en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"Infineon Security Controller IFX_CCI_000003h, 000005h, 000008h, 00000Ch, 000013h, 000014h, 000015h, 00001Ch, 00001Dh, 000021h, 000022h in the design step H13 and including optional software libraries and dedicated firmware in several versions",Infineon Technologies AG,DE,"EAL6+,ALC_FLR.1",SECURITY_IC_AUGP_V1.0,5/13/2020,5/13/2025,http://www.commoncriteriaportal.org:443/files/epfiles/1110V3a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1110V3b_pdf.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,CEC Huada CIU9872B_01 C13,"CEC Huada Electronic Design Co., Ltd.",NL,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,4/22/2020,4/22/2025,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-235712-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Security Target Lite of CIU9872B_01 C13 Secure Chip_v1_1.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"MS6003, rev C",Wisekey,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,4/16/2020,4/16/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_20en.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_20en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,NXP MF1P(H)x2,NXP Semiconductors,NL,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,4/16/2020,4/16/2025,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0011956-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[0011956][v1.0] st_pegasus_mifare_lite_v10.pdf,6/10/2020,Assurance Continuity Maintenance Report MF1P(H)x2,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0011956-MA.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0011956-STv2.0.pdf
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,NXP MF1P(H)x2,NXP Semiconductors,NL,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,4/16/2020,4/16/2025,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0011956-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[0011956][v1.0] st_pegasus_mifare_lite_v10.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,NXP MF3D(H)x3,NXP Semiconductors,NL,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,4/16/2020,4/16/2025,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0011955-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[0011955][v1.0] st_pegasus_desfire_lite_v10.pdf,6/10/2020,Assurance Continuity Maintenance Report MF3D(H)x3,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0011955-MA.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0011955-STv2.1.pdf
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,NXP MF3D(H)x3,NXP Semiconductors,NL,"EAL5+,ALC_DVS.2,AVA_VAN.5",SECURITY_IC_AUGP_V1.0,4/16/2020,4/16/2025,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0011955-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[0011955][v1.0] st_pegasus_desfire_lite_v10.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,Plateforme ID-One Cosmo V9.2 masquée sur le composant IFX SLC52,Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",ANSSI-CC-PP-2010-03,4/9/2020,4/9/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_08fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_08en.pdf,7/30/2020,ANSSI-CC-2020/08-M01,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_08-m01.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,Plateforme ID-One Cosmo V9.2 masquée sur le composant IFX SLC52,Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",ANSSI-CC-PP-2010-03,4/9/2020,4/9/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_08fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_08en.pdf,1/28/2021,ANSSI-CC-2020/08-M02,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_08-m02.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,Plateforme ID-One Cosmo V9.2 masquée sur le composant IFX SLC52,Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",ANSSI-CC-PP-2010-03,4/9/2020,4/9/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_08fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_08en.pdf,6/4/2021,ANSSI-CC-2020/08-M03,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_08-m03.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,Plateforme ID-One Cosmo V9.2 masquée sur le composant IFX SLC52,Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",ANSSI-CC-PP-2010-03,4/9/2020,4/9/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_08fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_08en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,TCOS CSP Module Version 1.0 Release 1/P6022y,T-Systems International GMBH,DE,"EAL4+,ALC_DVS.2,AVA_VAN.5","BSI-PP-0104,BSI-PP-0107",4/7/2020,4/7/2025,http://www.commoncriteriaportal.org:443/files/epfiles/1118a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1118b_pdf.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,Plateforme ID-One Cosmo V9.1 masqu&eacute;e sur le composant IFX SLC32,Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",ANSSI-CC-PP-2010-03,3/31/2020,3/31/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_07fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_07en.pdf,7/23/2020,ANSSI-CC-2020/07-M01,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_07-m01.pdf,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,Plateforme ID-One Cosmo V9.1 masqu&eacute;e sur le composant IFX SLC32,Idemia,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5",ANSSI-CC-PP-2010-03,3/31/2020,3/31/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_07fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_07en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,ChipDoc v3 on JCOP 4 P71 in SSCD configuration,NXP Semiconductors,FR,"EAL5+,ALC_DVS.2,AVA_VAN.5","P_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2,PP_SSCD_PART5_V1.0.1,PP_SSCD_PART6_V1.0.4",3/13/2020,3/13/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_11.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_11en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,NXP JCOP 4 SE050M,NXP Semiconductors,NL,"EAL6+,ALC_FLR.1,ASE_TSS.2",JAVA_OC,3/3/2020,3/3/2025,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0075446-CRv2.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/JCOP4_SE050M_SecurityTarget_Lite_v1.2.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,S3FT9MH&#x2f;S3FT9MV&#x2f;S3FT9MG 16-bit RISC Microcontroller for Smart Card with optional CE1 Secure RSA&#x2f;ECC&#x2f;SHA Library including specific IC Dedicated Software,Samsung,FR,"EAL6+,ASE_TSS.2",SECURITY_IC_AUGP_V1.0,3/3/2020,3/3/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_12.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_12en.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,NXP JCOP 4 P71,"NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity",NL,"EAL6+,ALC_FLR.1,ASE_TSS.2",JAVA_OC,3/1/2020,3/1/2026,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report NSCIB-CC-180212-CR3.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-180212_3-STLite.pdf,12/23/2019,NXP JCOP 4 P71,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-180212-MA.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ST-LITE][v3.4.1] JCOP4_P71_SecurityTargetLite_v3.4.1.pdf
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,NXP JCOP 4 P71,"NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity",NL,"EAL6+,ALC_FLR.1,ASE_TSS.2",JAVA_OC,3/1/2020,3/1/2026,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report NSCIB-CC-180212-CR3.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-180212_3-STLite.pdf,,,,
"ICs, Smart Cards and Smart Card-Related Devices and Systems",,,,"S3FT9MF/S3FT9MT/S3FT9MS 16-bit RISC Microcontroller for Smart Card with optional Secure RSA/ECC/SHA Libraries including specific IC Dedicated software (Reference : S3FT9MF_20191219, Revision 1 & 2)","Samsung Electronics Co., Ltd.",FR,"EAL6+,ASE_TSS.2",SECURITY_IC_AUGP_V1.0,2/27/2020,5/21/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020-06fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-2020_06en.pdf,5/21/2021,Reassessment report : ANSSI-CC-2020/06-S01,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_06-s01.pdf,
